ID,Hora de inicio,Hora de finalización,Email,Estudias,Pais,Estado,Ciudad,Nacionalidad,Año,Sexo,Genero ,Estudios,Tipo de Migrante,Residencia,Origen,Procedencia,País3,Estado4,Año 2,Razones,Estatus,Año 3,Pertenencia,Grupo,Discriminación,Contactos,Red,Bienestar 1,Bienestar 2,Bienestar 3,Bienstar 4,Bienestar 5,Bienestar 6,Acciones,Culminar,Justificación,Permanencia
11,8/14/25 20:07:06,8/14/25 20:10:49,anonymous,Si,Mexico,Morelos,Cuernavaca,Mexicana,2007,Masculino,Hombre,Profesional,"Interna. Movimiento de personas dentro de un país, incluido dentro del mismo estado de Puebla (foráneos, o vienes de San Andrés Cholula, etc.).",Si,,De otro estado de la Republica Mexicana (distinto a Puebla),,Morelos,2025,Estudios,Con amistades,2025,Completamente de acuerdo,Si,No,Si,"Muy buena, no me he sentido solo en ningún momento ",Muy bien,Muy bien,Muy bien,Bien,Bien,Neutro,Que hagan algunas actividades para los que son foráneos ,Si,Porque Puebla es una ciudad de estudiante que apenas está iniciando y que hay mucha área de oportunidad ,Si
12,8/14/25 20:07:45,8/14/25 20:16:44,anonymous,Si,Mexico,CDMX,CDMX,Mexicana,2005,Femenino,Mujer,Profesional,"Interna. Movimiento de personas dentro de un país, incluido dentro del mismo estado de Puebla (foráneos, o vienes de San Andrés Cholula, etc.).","No, voy y vengo todos los días de mi ciudad al campus (por ejemplo: de Atlixco, Tlaxcala, San Pedro Cholula, etc.).",Lomas de Angelopolis,,,,,,,2024,Neutro,No,No,Si,"Personas muy cercanas a mí, como familia, o amigos que he hecho en la universidad. Pocos están lejos (en otras ciudades).",Muy bien,Neutro,Neutro,Muy bien,Muy bien,Muy bien,Formar grupos de integración con estudiantes que sean originarios de Puebla. Organizar excursiones dentro de Puebla a museos o librerías —lugares que los estudiantes puedan frecuentar. ,No,Quiero transferirte de campus,No
13,8/14/25 20:20:39,8/14/25 20:20:47,anonymous,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,8/14/25 20:20:17,8/14/25 20:23:25,anonymous,Si,Mexico,Guerrero,Iguala,Mexicana,2007,Femenino,Mujer,Profesional,"Interna. Movimiento de personas dentro de un país, incluido dentro del mismo estado de Puebla (foráneos, o vienes de San Andrés Cholula, etc.).",Si,,De otro estado de la Republica Mexicana (distinto a Puebla),,Guerrero,2025,Estudios,Solo(a),2025,De acuerdo,No,No,Si,Todo súper bien ,Bien,Neutro,Bien,Bien,Bien,Bien,Creo que así estamos bien ,Si,Porque si se cuenta con mi carrera completa ,No
15,8/14/25 20:22:45,8/14/25 20:24:26,anonymous,Si,Mexico,Estado de Mexico,Naucalpan ,Mexicana y Española ,2006,Masculino,Hombre,Profesional,No soy migrante. Soy originario de la ciudad de Puebla y estoy residiendo en ella.,,,,,,,,,,,,,,,,,,,,,,,,
16,8/14/25 22:00:37,8/14/25 22:01:03,anonymous,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,8/15/25 3:11:01,8/15/25 3:11:07,anonymous,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,8/15/25 9:53:34,8/15/25 9:59:02,anonymous,Si,Mexico,Hidalgo,Tulancingo de Bravo,Mexicana ,2006,Femenino,Mujer,Profesional,"Interna. Movimiento de personas dentro de un país, incluido dentro del mismo estado de Puebla (foráneos, o vienes de San Andrés Cholula, etc.).",Si,,De otro estado de la Republica Mexicana (distinto a Puebla),,Hidalgo,2025,Estudios,Con amistades,2025,De acuerdo,Si,No,Si,buena,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,una red de apoyo o un conversatorio,Si,"porque eso puede  ayudar a que los alumnos migrantes se sientan acompañados en el proceso y se compartan experiencias tanto buenas como malas, mejorando sus días ",Si
19,8/15/25 10:28:34,8/15/25 10:29:20,anonymous,Si,Mexico,Puebla,Puebla,México,2001,Femenino,Mujer,Profesional,No soy migrante. Soy originario de la ciudad de Puebla y estoy residiendo en ella.,,,,,,,,,,,,,,,,,,,,,,,,
20,8/15/25 10:57:43,8/15/25 11:01:53,anonymous,Si,Mexico,CDMX,CDMX,Mexicana ,2006,Femenino,Mujer,Profesional,"Interna. Movimiento de personas dentro de un país, incluido dentro del mismo estado de Puebla (foráneos, o vienes de San Andrés Cholula, etc.).",Si,,De otro estado de la Republica Mexicana (distinto a Puebla),,CDMX,2006,Familiares,Con familia,2021,Neutro,Si,No,Si,Muy buena y cercana. Con fácil acceso.,Muy bien,Bien,Bien,Muy bien,Bien,Neutro,Actividades de integración.,Si,Porque aquí viven mis papás y me gusta estar en mi casa.,No
21,8/15/25 11:07:29,8/15/25 11:08:30,anonymous,Si,Mexico,Puebla,Puebla,Mexicana,2005,Femenino,Mujer,Profesional,No soy migrante. Soy originario de la ciudad de Puebla y estoy residiendo en ella.,,,,,,,,,,,,,,,,,,,,,,,,
22,8/15/25 11:29:39,8/15/25 11:34:19,anonymous,Si,Mexico,Tabasco ,Villahermosa ,Mexicana ,2007,Femenino,Mujer,Profesional,"Interna. Movimiento de personas dentro de un país, incluido dentro del mismo estado de Puebla (foráneos, o vienes de San Andrés Cholula, etc.).",Si,,De otro estado de la Republica Mexicana (distinto a Puebla),,Tabasco,2010,Trabajo,Con familia,2022,Completamente desacuerdo,Sí,No,Si,Buena ,Bien,Bien,Bien,Bien,Bien,Bien,Acercarnos a ellos para escuchar sus necesidades ,No,Na so ,Si
23,8/15/25 11:49:38,8/15/25 11:50:19,anonymous,Si,Mexico,Puebla,Puebla,Mexicana,2006,Masculino,Hombre,Profesional,No soy migrante. Soy originario de la ciudad de Puebla y estoy residiendo en ella.,,,,,,,,,,,,,,,,,,,,,,,,
24,8/15/25 11:40:26,8/15/25 11:52:56,anonymous,Si,Mexico,Guerrero,Acapulco de Juarez,Mexicana,2007,Femenino,Mujer,Profesional,"Interna. Movimiento de personas dentro de un país, incluido dentro del mismo estado de Puebla (foráneos, o vienes de San Andrés Cholula, etc.).",Si,,De otro estado de la Republica Mexicana (distinto a Puebla),,Guerrero,2023,Estudios,Solo(a),2023,Completamente de acuerdo,Si,No,Si,Confiable,Bien,Muy bien,Neutro,Neutro,Neutro,Bien,Breaks más largos entre clases largas,No,Me gusta la ciudad,Si
25,8/15/25 11:54:53,8/15/25 11:55:22,anonymous,Si,Mexico,Puebla,Puebla,Mexican,2004,Femenino,Mujer,Profesional,No soy migrante. Soy originario de la ciudad de Puebla y estoy residiendo en ella.,,,,,,,,,,,,,,,,,,,,,,,,
26,8/15/25 11:54:43,8/15/25 11:55:46,anonymous,Si,Mexico,Puebla,Puebla,Mexicana,2007,Femenino,Mujer,Profesional,No soy migrante. Soy originario de la ciudad de Puebla y estoy residiendo en ella.,, ,,,,,,,,,,,,,,,,,,,,,,
27,8/15/25 11:54:42,8/15/25 11:56:03,anonymous,Si,Mexico,Puebla,Puebla,Mexicano,2006,Masculino,Hombre,Profesional,No soy migrante. Soy originario de la ciudad de Puebla y estoy residiendo en ella.,,,,,,,,,,,,,,,,,,,,,,,,
28,8/15/25 11:54:57,8/15/25 11:56:04,anonymous,Si,Mexico,Puebla,Puebla,Mexicana,2007,Masculino,Hombre,Profesional,No soy migrante. Soy originario de la ciudad de Puebla y estoy residiendo en ella.,,,,,,,,,,,,,,,,,,,,,,,,
29,8/15/25 11:54:39,8/15/25 11:56:08,anonymous,Si,Mexico,CDMX,Puebla,Mexicana,2006,Masculino,Prefiero no decirlo,Profesional,No soy migrante. Soy originario de la ciudad de Puebla y estoy residiendo en ella.,,,,,,,,,,,,,,,,,,,,,,,,
30,8/15/25 11:55:35,8/15/25 11:56:17,anonymous,Si,Mexico,Puebla,Puebla,Mexicana,2006,Masculino,Hombre,Profesional,No soy migrante. Soy originario de la ciudad de Puebla y estoy residiendo en ella.,,,,,,,,,,,,,,,,,,,,,,,,
31,8/15/25 11:53:08,8/15/25 11:56:17,anonymous,Si,Mexico,VERACRUZ,VERACRUZ,MEXICANA,2006,Masculino,Hombre,Profesional,"Interna. Movimiento de personas dentro de un país, incluido dentro del mismo estado de Puebla (foráneos, o vienes de San Andrés Cholula, etc.).",Si,,De otro estado de la Republica Mexicana (distinto a Puebla),,Veracruz de Ignacio de la Llave,2025,Estudios,Solo(a),2025,De acuerdo,Si,No,Si,Muy bueno,Bien,Bien,Bien,Bien,Bien,Bien,Tal vez talleres de Integracion o para conocer la cuidad de Puebla,No,"no, porque me gusto el estado",No
32,8/15/25 11:56:31,8/15/25 11:57:02,anonymous,Si,Mexico,Puebla,Puebla,Mexicana,2006,Masculino,Hombre,Profesional,No soy migrante. Soy originario de la ciudad de Puebla y estoy residiendo en ella.,,,,,,,,,,,,,,,,,,,,,,,,
33,8/15/25 11:54:35,8/15/25 11:57:02,anonymous,Si,Mexico,CDMX,Cdmx,Mexicana,2005,Masculino,Hombre,Profesional,"Interna. Movimiento de personas dentro de un país, incluido dentro del mismo estado de Puebla (foráneos, o vienes de San Andrés Cholula, etc.).",Si,,De otro estado de la Republica Mexicana (distinto a Puebla),,CDMX,2024,Estudios,Solo(a),2024,Completamente de acuerdo,Si,No,Si,muy bien,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,nada,Si,me gusta y estoy en repre,No
34,8/15/25 11:54:30,8/15/25 11:57:12,anonymous,Si,Mexico,Veracruz,Veracruz,Mexicana,2000,Masculino,Hombre,Profesional,"Interna. Movimiento de personas dentro de un país, incluido dentro del mismo estado de Puebla (foráneos, o vienes de San Andrés Cholula, etc.).",Si,,De otro estado de la Republica Mexicana (distinto a Puebla),,Veracruz de Ignacio de la Llave,2018,Estudios,Solo(a),2018,Neutro,Si,No,Si,muy acogedora,Bien,Neutro,Neutro,Neutro,Neutro,Neutro,mas actividades,Si,porque estoy cansado de que siempre sea lo miso ,Si
35,8/15/25 11:49:40,8/15/25 11:58:01,anonymous,Si,Mexico,Yucatan,Merida ,Mexicana,2006,Femenino,Mujer,Profesional,"Interna. Movimiento de personas dentro de un país, incluido dentro del mismo estado de Puebla (foráneos, o vienes de San Andrés Cholula, etc.).",Sí,,De otro estado de la Republica Mexicana (distinto a Puebla),,Morelos,2025,Estudios,Solo(a),2025,De acuerdo,Si,No,No,Mis amigos que acabo de conocer y supongo que mis profesores ,Muy bien,Neutro,Bien,Bien,Muy bien,Bien,"Supongo que llevarlos a conocer los alrededores , decirles que areas son peligrosas y hacer como descuentos en cuanto a las comidas en central o cafe por que se vive con un presupuesto mas apretado ",Si,Siento que tienen un muy buen nivel en cuanto a lo que quiero estudiar y que este campus desde los primeros semestres dan muchas oportunidades que otros no ,No
36,8/15/25 11:55:07,8/15/25 11:58:22,anonymous,Si,Mexico,puebla,san martin texmelucan,mexicana,2007,Masculino,Hombre,Profesional,"Interna. Movimiento de personas dentro de un país, incluido dentro del mismo estado de Puebla (foráneos, o vienes de San Andrés Cholula, etc.).","No, voy y vengo todos los días de mi ciudad al campus (por ejemplo: de Atlixco, Tlaxcala, San Pedro Cholula, etc.).",san martin texmelucan,,,,,,,2022,Completamente de acuerdo,Si,No,Si,buena,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,Muy bien,todo se me hace muy bien,Si,mi carrera me permite salir pero me sint comodo en este campus ,Si
